"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_213","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus"
"ASV_214","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas"
"ASV_215","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium"
"ASV_216","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","auriscanis"
"ASV_217","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Yimella","Yimella"
"ASV_218","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus"
"ASV_219","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","Marvinbryantia"
"ASV_220","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Brevundimonas"
"ASV_221","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermacoccaceae","Dermacoccus","Dermacoccus"
"ASV_222","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae","Ruminococcaceae"
"ASV_223","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium","Fusobacterium"
"ASV_224","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Mycobacterium"
"ASV_225","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","GOUTA6","GOUTA6"
"ASV_227","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinella"
"ASV_228","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus"
"ASV_229","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","junii"
"ASV_230","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium"
"ASV_231","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","Ruminococcaceae_UCG-005"
"ASV_232","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelatoclostridium","Erysipelatoclostridium"
"ASV_233","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"ASV_234","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","dokdonensis"
"ASV_235","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"ASV_236","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","Nocardioides"
"ASV_237","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas"
"ASV_238","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides"
"ASV_239","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Curvibacter","gracilis"
"ASV_240","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter"
"ASV_241","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Bradyrhizobium"
"ASV_242","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"ASV_243","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","Megasphaera"
"ASV_244","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Dolosigranulum","pigrum"
"ASV_245","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas"
"ASV_246","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","Gordonia"
"ASV_247","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"ASV_248","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium_1","Corynebacterium_1"
"ASV_249","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"ASV_250","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia"
"ASV_251","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Sphingobium"
"ASV_252","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","Lysinibacillus"
"ASV_253","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","uncultured_bacterium","uncultured_bacterium"
"ASV_254","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter","Enterobacter"
"ASV_255","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"ASV_256","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas"
"ASV_257","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","Caulobacter"
"ASV_258","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV_259","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas"
"ASV_260","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas"
"ASV_261","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"ASV_262","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus"
"ASV_263","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Serinicoccus","profundi"
"ASV_264","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas"
"ASV_265","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter","Paludibacter"
"ASV_266","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3","comes"
"ASV_267","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides"
"ASV_268","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium"
"ASV_269","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_4","Caminicella","Caminicella"
"ASV_270","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","Dialister"
"ASV_271","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"ASV_272","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Lysinibacillus","Lysinibacillus"
"ASV_273","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus"
"ASV_274","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadales","Saccharimonadales","Saccharimonadales"
"ASV_275","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","Roseburia"
"ASV_276","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Advenella","Advenella"
"ASV_277","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium"
"ASV_278","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas","koreensis"
"ASV_279","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Tepidimonas","Tepidimonas"
"ASV_280","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","Lachnoclostridium"
"ASV_281","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas"
"ASV_282","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas"
"ASV_283","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Blastococcus","Blastococcus"
"ASV_284","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","T34","uncultured_bacterium","uncultured_bacterium"
"ASV_285","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","uncultured_bacterium","uncultured_bacterium"
"ASV_286","Bacteria","Actinobacteria","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Lechevalieria","Lechevalieria"
"ASV_287","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Achromobacter","Achromobacter"
"ASV_288","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Providencia","Providencia"
"ASV_289","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Mycoplasma","Mycoplasma"
"ASV_290","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus"
"ASV_291","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus"
"ASV_292","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","uncultured_bacterium","uncultured_bacterium"
"ASV_293","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium","Aeromicrobium"
"ASV_294","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","Campylobacter"
"ASV_295","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae"
"ASV_296","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","Subdoligranulum"
"ASV_297","Bacteria","Cyanobacteria","Oxyphotobacteria","Chloroplast","Daucus_carota_(carrot)","Daucus_carota_(carrot)","Daucus_carota_(carrot)"
"ASV_298","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","Megasphaera"
"ASV_299","Bacteria","Chlamydiae","Chlamydiae","Chlamydiales","Chlamydiales","Chlamydiales","Chlamydiales"
"ASV_300","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides"
"ASV_301","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Intrasporangiaceae","Janibacter","Janibacter"
"ASV_302","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Schlegelella","aquatica"
"ASV_303","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","Agathobacter"
"ASV_304","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas"
"ASV_305","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Geobacter"
"ASV_306","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas"
"ASV_307","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_4","Caminicella","Caminicella"
"ASV_308","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Rhodococcus"
"ASV_309","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_4","Caminicella","Caminicella"
"ASV_310","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Rickettsiaceae","Rickettsia","Rickettsia"
"ASV_311","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Belnapia","soli"
"ASV_312","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus"
"ASV_313","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria","Kocuria"
"ASV_314","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Proteus","Proteus"
"ASV_315","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Paracoccus"
"ASV_316","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella","Shinella"
"ASV_317","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Mitsuokella","Mitsuokella"
"ASV_318","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Curtobacterium","Curtobacterium"
"ASV_319","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_4","Caminicella","Caminicella"
"ASV_320","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Brevibacteriaceae","Brevibacterium","Brevibacterium"
"ASV_321","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium"
"ASV_322","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","Clostridium_sensu_stricto_1"
"ASV_323","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacillus","Enterobacillus"
"ASV_324","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Methylobacterium"
"ASV_325","Bacteria","Bacteria","Bacteria","Bacteria","Bacteria","Bacteria","Bacteria"
"ASV_326","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"ASV_327","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas"
"ASV_328","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV_329","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas","Rhodopseudomonas"
"ASV_330","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus"
"ASV_331","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia-Shigella","Escherichia-Shigella"
"ASV_332","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus"
"ASV_333","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus_Alysiosphaera","Candidatus_Alysiosphaera"
"ASV_334","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","Blautia"
"ASV_335","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","bacteriap25","uncultured_soil_bacterium","uncultured_soil_bacterium"
"ASV_336","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae","Rikenellaceae"
"ASV_337","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus"
"ASV_338","Bacteria","Actinobacteria","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia","Kineosporia"
"ASV_339","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas","Rhodopseudomonas"
"ASV_340","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas"
"ASV_341","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","Methylobacterium"
"ASV_342","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","Microbacterium"
"ASV_343","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae","Lachnospiraceae"
"ASV_344","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Mitsuokella","Mitsuokella"
"ASV_345","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Verticia","Verticia"
"ASV_346","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"
"ASV_347","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Turicibacter","sanguinis"
"ASV_348","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas"
"ASV_349","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Dietziaceae","Dietzia","Dietzia"
"ASV_350","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Micrococcaceae","Micrococcus","Micrococcus"
"ASV_352","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","Ruminococcaceae_UCG-005"
"ASV_353","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","Agromyces"
"ASV_354","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","Ruminococcaceae_UCG-002"
"ASV_355","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","Halomonas"
"ASV_356","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae","Micromonosporaceae"
"ASV_357","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","adhaesivum"
"ASV_358","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium","komagatae"
"ASV_359","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus"
"ASV_360","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium"
"ASV_361","Bacteria","Actinobacteria","Actinobacteria","Corynebacteriales","Nocardiaceae","Gordonia","malaquae"
"ASV_362","Bacteria","Chloroflexi","KD4-96","KD4-96","KD4-96","KD4-96","KD4-96"
"ASV_363","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter","Enterobacter"
"ASV_364","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Pseudochrobactrum","Pseudochrobactrum"
"ASV_365","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","cecorum"
"ASV_366","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","Hymenobacter"
"ASV_367","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Sphingobacterium"
"ASV_368","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium","Brachybacterium"
"ASV_369","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Chroococcidiopsaceae","Aliterella_CENA595","Aliterella_CENA595"
