"";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species"
"ASV_2781";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides";"Nocardioides"
"ASV_2782";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Candidatus_Ishikawaella";"Candidatus_Ishikawaella"
"ASV_2783";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola";"Marmoricola"
"ASV_2784";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Caulobacter";"Caulobacter"
"ASV_2785";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_2786";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";"Mitochondria";"Mitochondria"
"ASV_2787";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_2788";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Haemophilus";"parainfluenzae"
"ASV_2789";"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Chitinophagaceae";"Chitinophagaceae"
"ASV_2790";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Propionibacteriaceae";"Cutibacterium";"Cutibacterium"
"ASV_2791";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Massilia";"Massilia"
"ASV_2792";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Endobacter";"Endobacter"
"ASV_2793";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";"Mitochondria";"Mitochondria"
"ASV_2794";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Rickettsiaceae";"Rickettsiaceae";"Rickettsiaceae"
"ASV_2795";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Marmoricola";"Marmoricola"
"ASV_2796";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_2797";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Burkholderiaceae";"Burkholderiaceae"
"ASV_2798";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Veillonellaceae";"Veillonella";"Veillonella"
"ASV_2799";"Bacteria";"Patescibacteria";"Parcubacteria";"Candidatus_Kaiserbacteria";"uncultured_Parcubacteria_group_bacterium";"uncultured_Parcubacteria_group_bacterium";"uncultured_Parcubacteria_group_bacterium"
"ASV_2800";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"Fusicatenibacter";"saccharivorans"
"ASV_2801";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Staphylococcaceae";"Salinicoccus";"Salinicoccus"
"ASV_2802";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";"Sphingomonas"
"ASV_2803";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiales_vadinBB60_group";"gut_metagenome";"gut_metagenome"
"ASV_2804";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Mycobacteriaceae";"Mycobacterium";"Mycobacterium"
"ASV_2805";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Altererythrobacter";"Altererythrobacter"
"ASV_2806";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"Erysipelotrichaceae";"Erysipelotrichaceae"
"ASV_2807";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";"Mitochondria";"Mitochondria"
"ASV_2808";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Devosiaceae";"Devosia";"Devosia"
"ASV_2809";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Micrococcaceae";"Arthrobacter";"Arthrobacter"
"ASV_2810";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Actinomyces";"Actinomyces"
"ASV_2811";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Massilia";"Massilia"
"ASV_2812";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Pseudorhodobacter";"Pseudorhodobacter"
"ASV_2813";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Weeksellaceae";"Chryseobacterium";"Chryseobacterium"
"ASV_2814";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Hyphomicrobiaceae";"Pedomicrobium";"Pedomicrobium"
"ASV_2815";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadales";"Saccharimonadales";"Saccharimonadales"
"ASV_2816";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Haemophilus";"Haemophilus"
"ASV_2817";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Burkholderiaceae";"Burkholderiaceae"
"ASV_2818";"Bacteria";"Acidobacteria";"Acidobacteriia";"Acidobacteriales";"Acidobacteriaceae_(Subgroup_1)";"Granulicella";"Granulicella"
"ASV_2819";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Azospirillales";"Azospirillaceae";"Azospirillaceae";"Azospirillaceae"
"ASV_2820";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadales";"Saccharimonadales";"Saccharimonadales"
"ASV_2821";"Bacteria";"Patescibacteria";"Parcubacteria";"Candidatus_Jorgensenbacteria";"Candidatus_Adlerbacteria_bacterium_GW2011_GWC1_50_9";"Candidatus_Adlerbacteria_bacterium_GW2011_GWC1_50_9";"Candidatus_Adlerbacteria_bacterium_GW2011_GWC1_50_9"
"ASV_2822";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Carnobacteriaceae";"Desemzia";"Desemzia"
"ASV_2823";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"uncultured_soil_bacterium";"uncultured_soil_bacterium";"uncultured_soil_bacterium"
"ASV_2824";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Bdellovibrionales";"Bdellovibrionaceae";"OM27_clade";"OM27_clade"
"ASV_2825";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Polaribacter";"Polaribacter"
"ASV_2826";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Paenibacillaceae";"Paenibacillus";"Paenibacillus"
"ASV_2827";"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Chloroplast";"Brassica_napus_(rape)";"Brassica_napus_(rape)";"Brassica_napus_(rape)"
"ASV_2828";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_2829";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Cellvibrionales";"Porticoccaceae";"SAR92_clade";"SAR92_clade"
"ASV_2830";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiales_Incertae_Sedis";"Nordella";"Nordella"
"ASV_2831";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium_1";"Corynebacterium_1"
"ASV_2832";"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Chitinophagaceae";"Chitinophagaceae"
"ASV_2833";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Staphylococcaceae";"Staphylococcus";"cohnii"
"ASV_2834";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Massilia";"Massilia"
"ASV_2835";"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Ferruginibacter";"Ferruginibacter"
"ASV_2836";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium";"Flavobacterium"
"ASV_2837";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Rhodococcus";"Rhodococcus"
"ASV_2838";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Spirosoma";"Spirosoma"
"ASV_2839";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Methylophilaceae";"Methylotenera";"Methylotenera"
"ASV_2840";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Candidatus_Vidania";"Candidatus_Vidania"
"ASV_2841";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Carnobacteriaceae";"Marinilactibacillus";"psychrotolerans"
"ASV_2842";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Burkholderiaceae";"Burkholderiaceae"
"ASV_2843";"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Chitinophagaceae";"Chitinophagaceae"
"ASV_2844";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Enterobacteriaceae";"Enterobacteriaceae"
"ASV_2845";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadaceae";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2846";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Aeromonadales";"Aeromonadaceae";"Aeromonas";"Aeromonas"
"ASV_2847";"Bacteria";"Patescibacteria";"Gracilibacteria";"Candidatus_Peribacteria";"uncultured_bacterium";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2848";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Craurococcus";"Craurococcus"
"ASV_2849";"Bacteria";"Actinobacteria";"Actinobacteria";"Frankiales";"Cryptosporangiaceae";"Fodinicola";"Fodinicola"
"ASV_2850";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Gordonia";"Gordonia"
"ASV_2851";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_2852";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_2853";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_2854";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Brevibacteriaceae";"Brevibacterium";"Brevibacterium"
"ASV_2855";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidaceae";"Bacteroides";"Bacteroides"
"ASV_2856";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillaceae";"Bacillaceae"
"ASV_2857";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium_1";"Corynebacterium_1"
"ASV_2858";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillaceae";"Bacillaceae"
"ASV_2859";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Caldicoprobacteraceae";"Caldicoprobacter";"Caldicoprobacter"
"ASV_2860";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";"Streptococcus"
"ASV_2861";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingomonas";"Sphingomonas"
"ASV_2862";"Bacteria";"Actinobacteria";"Actinobacteria";"Kineosporiales";"Kineosporiaceae";"Quadrisphaera";"Quadrisphaera"
"ASV_2863";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Nocardiaceae";"Williamsia";"Williamsia"
"ASV_2864";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Psychroglaciecola";"Psychroglaciecola"
"ASV_2865";"Bacteria";"Bacteroidetes";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Sphingobacterium";"Sphingobacterium"
"ASV_2866";"Bacteria";"Actinobacteria";"Actinobacteria";"Bifidobacteriales";"Bifidobacteriaceae";"Gardnerella";"vaginalis"
"ASV_2867";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Novosphingobium";"ginsenosidimutans"
"ASV_2868";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"uncultured_bacterium";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2869";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Enterobacteriaceae";"Enterobacteriaceae"
"ASV_2870";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Pediococcus";"Pediococcus"
"ASV_2871";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";"Acinetobacter";"Acinetobacter"
"ASV_2872";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Burkholderiaceae";"Burkholderiaceae"
"ASV_2873";"Bacteria";"Actinobacteria";"Thermoleophilia";"Solirubrobacterales";"67-14";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2874";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Lactococcus";"Lactococcus"
"ASV_2875";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Caldicoprobacteraceae";"Caldicoprobacter";"Caldicoprobacter"
"ASV_2876";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"jensenii"
"ASV_2877";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Tabrizicola";"Tabrizicola"
"ASV_2878";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Pseudoxanthomonas";"Pseudoxanthomonas"
"ASV_2879";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Anaerococcus";"nagyae"
"ASV_2880";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Pseudoxanthomonas";"Pseudoxanthomonas"
"ASV_2881";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Marinifilaceae";"Odoribacter";"Odoribacter"
"ASV_2882";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Gammaproteobacteria";"uncultured_Thioalkalivibrio_sp.";"uncultured_Thioalkalivibrio_sp.";"uncultured_Thioalkalivibrio_sp."
"ASV_2883";"Bacteria";"Patescibacteria";"Gracilibacteria";"metagenome";"metagenome";"metagenome";"metagenome"
"ASV_2884";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Lactobacillaceae";"Lactobacillus";"Lactobacillus"
"ASV_2885";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Family_XI";"Anaerococcus";"Anaerococcus"
"ASV_2886";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Actinomyces";"Actinomyces"
"ASV_2887";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Lachnospiraceae";"[Ruminococcus]_gauvreauii_group";"[Ruminococcus]_gauvreauii_group"
"ASV_2888";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Clostridiaceae_1";"Clostridium_sensu_stricto_9";"Clostridium_sensu_stricto_9"
"ASV_2889";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Peptostreptococcaceae";"Paeniclostridium";"Paeniclostridium"
"ASV_2890";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Massilia";"Massilia"
"ASV_2891";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";"Stenotrophomonas";"Stenotrophomonas"
"ASV_2892";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Prevotellaceae";"Prevotella_7";"Prevotella_7"
"ASV_2893";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium";"Flavobacterium"
"ASV_2894";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Azomonas";"Azomonas"
"ASV_2895";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";"Enhydrobacter";"Enhydrobacter"
"ASV_2896";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"uncultured_Comamonadaceae_bacterium";"uncultured_Comamonadaceae_bacterium"
"ASV_2897";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Staphylococcaceae";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2898";"Bacteria";"Patescibacteria";"WS6_(Dojkabacteria)";"uncultured_eubacterium_WCHB1-06";"uncultured_eubacterium_WCHB1-06";"uncultured_eubacterium_WCHB1-06";"uncultured_eubacterium_WCHB1-06"
"ASV_2899";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Syntrophomonadaceae";"Syntrophomonas";"Syntrophomonas"
"ASV_2900";"Bacteria";"Firmicutes";"Erysipelotrichia";"Erysipelotrichales";"Erysipelotrichaceae";"[Anaerorhabdus]_furcosa_group";"[Anaerorhabdus]_furcosa_group"
"ASV_2901";"Bacteria";"Synergistetes";"Synergistia";"Synergistales";"Synergistaceae";"Aminobacterium";"colombiense"
"ASV_2902";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidales_UCG-001";"uncultured_prokaryote";"uncultured_prokaryote"
"ASV_2903";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Diplorickettsiales";"Diplorickettsiaceae";"Diplorickettsia";"Diplorickettsia"
"ASV_2904";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Intrasporangiaceae";"Knoellia";"Knoellia"
"ASV_2905";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Bacteroidales";"Bacteroidales";"Bacteroidales"
"ASV_2906";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacteriales";"Enterobacteriaceae";"Cronobacter";"Cronobacter"
"ASV_2907";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Candidatus_Soleaferrea";"Candidatus_Soleaferrea"
"ASV_2908";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Microbacteriaceae";"Microbacterium";"Microbacterium"
"ASV_2909";"Bacteria";"Bacteroidetes";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Taibaiella";"Taibaiella"
"ASV_2910";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium";"Flavobacterium"
"ASV_2911";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"uncultured_Beijerinckiaceae_bacterium";"uncultured_Beijerinckiaceae_bacterium"
"ASV_2912";"Bacteria";"Chlamydiae";"Chlamydiae";"Chlamydiales";"Chlamydiales";"Chlamydiales";"Chlamydiales"
"ASV_2913";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Rhizobiaceae";"Rhizobiaceae"
"ASV_2914";"Bacteria";"Tenericutes";"Mollicutes";"Entomoplasmatales";"Entomoplasmataceae";"Entomoplasma";"Entomoplasma"
"ASV_2915";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";"Enhydrobacter";"Enhydrobacter"
"ASV_2916";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Acidaminococcaceae";"Acidaminococcaceae";"Acidaminococcaceae"
"ASV_2917";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"Saccharimonadaceae";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2918";"Bacteria";"Firmicutes";"Negativicutes";"Selenomonadales";"Veillonellaceae";"Selenomonas_3";"Selenomonas_3"
"ASV_2919";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Cupriavidus";"metallidurans"
"ASV_2920";"Bacteria";"Bacteroidetes";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Pedobacter";"Pedobacter"
"ASV_2921";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Burkholderiaceae";"Burkholderiaceae"
"ASV_2922";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Pseudomonadaceae";"Pseudomonas";"Pseudomonas"
"ASV_2923";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Oceanobacillus";"Oceanobacillus"
"ASV_2924";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Weeksellaceae";"Chryseobacterium";"camelliae"
"ASV_2925";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Methylobacterium";"Methylobacterium"
"ASV_2926";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Burkholderiaceae";"Burkholderiaceae";"Burkholderiaceae"
"ASV_2927";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides";"Nocardioides"
"ASV_2928";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Dyadobacter";"Dyadobacter"
"ASV_2929";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Neisseriaceae";"Neisseria";"Neisseria"
"ASV_2930";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides";"Nocardioides"
"ASV_2931";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"B1-7BS";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2932";"Bacteria";"Actinobacteria";"Actinobacteria";"Actinomycetales";"Actinomycetaceae";"Actinomyces";"naeslundii"
"ASV_2933";"Bacteria";"Chloroflexi";"Chloroflexia";"Thermomicrobiales";"JG30-KF-CM45";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2934";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Rhizobiaceae";"Aurantimonas";"endophytica"
"ASV_2935";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Betaproteobacteriales";"Neisseriaceae";"Neisseria";"Neisseria"
"ASV_2936";"Bacteria";"Actinobacteria";"Actinobacteria";"Micrococcales";"Micrococcales";"Micrococcales";"Micrococcales"
"ASV_2937";"Bacteria";"Bacteroidetes";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Sphingobacteriaceae";"Sphingobacteriaceae"
"ASV_2938";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"uncultured_bacterium";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2939";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_2940";"Bacteria";"FBP";"uncultured_bacterium";"uncultured_bacterium";"uncultured_bacterium";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2941";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio";"Bdellovibrio"
"ASV_2942";"Bacteria";"Acidobacteria";"Blastocatellia_(Subgroup_4)";"Blastocatellales";"Blastocatellaceae";"Blastocatella";"Blastocatella"
"ASV_2943";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";"Bacillus";"Bacillus"
"ASV_2944";"Bacteria";"Bacteroidetes";"Bacteroidia";"Flavobacteriales";"Weeksellaceae";"Apibacter";"Apibacter"
"ASV_2945";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Streptococcaceae";"Streptococcus";"Streptococcus"
"ASV_2946";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pseudomonadales";"Moraxellaceae";"Acinetobacter";"Acinetobacter"
"ASV_2947";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Staphylococcaceae";"Macrococcus";"Macrococcus"
"ASV_2948";"Bacteria";"Bacteroidetes";"Bacteroidia";"Bacteroidales";"Tannerellaceae";"Tannerellaceae";"Tannerellaceae"
"ASV_2949";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";"Hymenobacter"
"ASV_2950";"Bacteria";"Actinobacteria";"Actinobacteria";"Propionibacteriales";"Nocardioidaceae";"Nocardioides";"Nocardioides"
"ASV_2951";"Bacteria";"Patescibacteria";"Saccharimonadia";"Saccharimonadales";"uncultured_bacterium";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2952";"Bacteria";"Cyanobacteria";"Oxyphotobacteria";"Chloroplast";"Chloroplast";"Chloroplast";"Chloroplast"
"ASV_2953";"Bacteria";"Patescibacteria";"Parcubacteria";"Candidatus_Adlerbacteria";"Candidatus_Adlerbacteria";"Candidatus_Adlerbacteria";"Candidatus_Adlerbacteria"
"ASV_2954";"Bacteria";"Actinobacteria";"Actinobacteria";"Frankiales";"Cryptosporangiaceae";"Fodinicola";"Fodinicola"
"ASV_2955";"Bacteria";"Actinobacteria";"Actinobacteria";"Corynebacteriales";"Corynebacteriaceae";"Corynebacterium_1";"Corynebacterium_1"
"ASV_2956";"Bacteria";"Firmicutes";"Clostridia";"Clostridiales";"Ruminococcaceae";"Ethanoligenens";"Ethanoligenens"
"ASV_2957";"Bacteria";"Patescibacteria";"Parcubacteria";"Candidatus_Moranbacteria";"uncultured_soil_bacterium";"uncultured_soil_bacterium";"uncultured_soil_bacterium"
"ASV_2958";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Psychroglaciecola";"Psychroglaciecola"
"ASV_2959";"Bacteria";"Chloroflexi";"Anaerolineae";"SBR1031";"A4b";"uncultured_bacterium";"uncultured_bacterium"
"ASV_2960";"Bacteria";"Firmicutes";"Bacilli";"Lactobacillales";"Carnobacteriaceae";"Alloiococcus";"otitis"
"ASV_2961";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Bdellovibrionales";"Bdellovibrionaceae";"Bdellovibrio";"Bdellovibrio"
"ASV_2962";"Bacteria";"Bacteroidetes";"Bacteroidia";"Cytophagales";"Microscillaceae";"Siphonobacter";"Siphonobacter"
"ASV_2963";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Mitochondria";"uncultured_organism";"uncultured_organism"
"ASV_2964";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Pasteurellales";"Pasteurellaceae";"Pasteurellaceae";"Pasteurellaceae"
